Version,Power (hp),Consumption (l/100 km),Interior,Location,Registration city,Number of doors,Assembly,Source,Model,Body Type,Car documents,Title,Number of seats,Number of Owners,Price,URL,Color,Air Conditioning,Make
3.5 v6,,,,"DHA Phase 6, Lahore",Punjab,,Local,,Sorento,SUV,Original,KIA Sorento 2022,7,1,"Rs 9,200,000",https://www.olx.com.pk/item/kia-sorento-2022-iid-1095411042,Grey,,KIA
,,,,"DHA Phase 6, Lahore",Lahore,,Imported,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2009,,,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2009-iid-1093270306,White,,Suzuki
,,,,"DHA Phase 6, Lahore",Lahore,,Imported,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2009,,,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2009-iid-1093270306,White,,Suzuki
vx,,,,"DHA Phase 6, Lahore",Multan,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2005,5,,"Rs 600,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095399260,White,,Suzuki
vx,,,,"DHA Phase 6, Lahore",Multan,,Local,,Mehran VX,Small city car,Original,Suzuki Mehran VX 2005,5,,"Rs 600,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-iid-1095399260,White,,Suzuki
Altis 1.6,,,,"DHA Phase 6, Lahore",Punjab,,Local,,Corolla Altis,Hatchback,Original,Toyota Corolla Altis 2022,4,1,"Rs 5,470,000",https://www.olx.com.pk/item/toyota-corolla-altis-2022-iid-1095398013,Grey,,Toyota
Altis 1.6,,,,"DHA Phase 6, Lahore",Punjab,,Local,,Corolla Altis,Hatchback,Original,Toyota Corolla Altis 2022,4,1,"Rs 5,470,000",https://www.olx.com.pk/item/toyota-corolla-altis-2022-iid-1095398013,Grey,,Toyota
top of the line,,,,"DHA Phase 6, Lahore",Lahore,,Imported,,iQ,Small city car,Original,Toyota iQ 2010 Sports,4,2,"Rs 1,950,000",https://www.olx.com.pk/item/toyota-iq-2010-sports-iid-1095394092,Silver,,Toyota
top of the line,,,,"DHA Phase 6, Lahore",Lahore,,Imported,,iQ,Small city car,Original,Toyota iQ 2010 Sports,4,2,"Rs 1,950,000",https://www.olx.com.pk/item/toyota-iq-2010-sports-iid-1095394092,Silver,,Toyota
,,,,"DHA Phase 6, Lahore",Lahore,,Local,,City IVTEC,Small city car,Original,Honda City IVTEC 2001,4,3,"Rs 1,160,000",https://www.olx.com.pk/item/honda-city-ivtec-2001-iid-1095381857,White,,Honda
,,,,"DHA Phase 6, Lahore",Lahore,,Local,,City IVTEC,Small city car,Original,Honda City IVTEC 2001,4,3,"Rs 1,160,000",https://www.olx.com.pk/item/honda-city-ivtec-2001-iid-1095381857,White,,Honda
,,,,"DHA Phase 6, Lahore",Punjab,,Local,,Civic RS,Sedan,Original,Honda Civic RS 2022,5,1,"Rs 9,150,000",https://www.olx.com.pk/item/honda-civic-rs-2022-iid-1095376504,White,,Honda
,,,,"DHA Phase 6, Lahore",Punjab,,Local,,Civic RS,Sedan,Original,Honda Civic RS 2022,5,1,"Rs 9,150,000",https://www.olx.com.pk/item/honda-civic-rs-2022-iid-1095376504,White,,Honda
,,,Cloth,"DHA Phase 6, Lahore",Lahore,4/5,Local,,Mehran VX,Hatchback,Original,Suzuki Mehran VX 2006,,,"Rs 685,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2006-iid-1090698888,White,,Suzuki
,,,Cloth,"DHA Phase 6, Lahore",Lahore,4/5,Local,,Mehran VX,Hatchback,Original,Suzuki Mehran VX 2006,,,"Rs 685,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2006-iid-1090698888,White,,Suzuki
,,20,Other,"DHA Phase 6, Lahore",,4/5,Imported,,Camry,Sedan,Original,Toyota Camry 2013,,,"Rs 6,800,000",https://www.olx.com.pk/item/toyota-camry-2013-iid-1091137078,White,,Toyota
,,20,Other,"DHA Phase 6, Lahore",,4/5,Imported,,Camry,Sedan,Original,Toyota Camry 2013,,,"Rs 6,800,000",https://www.olx.com.pk/item/toyota-camry-2013-iid-1091137078,White,,Toyota
,,,,"DHA Phase 6, Lahore",,,Local,,Civic Prosmetic,Sedan,Original,Honda Civic Prosmetic 2005,4,2,"Rs 1,540,000",https://www.olx.com.pk/item/honda-civic-prosmetic-2005-iid-1095327907,Black,,Honda
,,,,"DHA Phase 6, Lahore",,,Local,,Civic Prosmetic,Sedan,Original,Honda Civic Prosmetic 2005,4,2,"Rs 1,540,000",https://www.olx.com.pk/item/honda-civic-prosmetic-2005-iid-1095327907,Black,,Honda
1.2 CVT L,,,,"DHA Phase 6, Lahore",Punjab,,Local,,City IVTEC,Sedan,Original,Honda City 1.2 CVT 2021,4,2,"Rs 4,295,000",https://www.olx.com.pk/item/honda-city-12-cvt-2021-iid-1095327698,White,,Honda
1.2 CVT L,,,,"DHA Phase 6, Lahore",Punjab,,Local,,City IVTEC,Sedan,Original,Honda City 1.2 CVT 2021,4,2,"Rs 4,295,000",https://www.olx.com.pk/item/honda-city-12-cvt-2021-iid-1095327698,White,,Honda
,,,,"DHA Phase 6, Lahore",,,Imported,,City IVTEC,Other,Original,Honda City IVTEC 2018 First Owner,,,"Rs 3,375,000",https://www.olx.com.pk/item/honda-city-ivtec-2018-first-owner-iid-1095294344,Grey,,Honda
,,,,"DHA Phase 6, Lahore",,,Imported,,City IVTEC,Other,Original,Honda City IVTEC 2018 First Owner,,,"Rs 3,375,000",https://www.olx.com.pk/item/honda-city-ivtec-2018-first-owner-iid-1095294344,Grey,,Honda
2018,,,,"DHA Phase 6, Lahore",Karachi,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2018,4,2,"Rs 3,400,000",https://www.olx.com.pk/item/honda-city-ivtec-2018-iid-1095282759,White,,Honda
2018,,,,"DHA Phase 6, Lahore",Karachi,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2018,4,2,"Rs 3,400,000",https://www.olx.com.pk/item/honda-city-ivtec-2018-iid-1095282759,White,,Honda
suzuki cultus vxl ags full option,,,,"DHA Phase 6, Lahore",Lahore,,Local,,Cultus VXL,Hatchback,Original,Suzuki Cultus VXl automatic,,,"Rs 2,825,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2018-iid-1095264892,White,,Suzuki
suzuki cultus vxl ags full option,,,,"DHA Phase 6, Lahore",Lahore,,Local,,Cultus VXL,Hatchback,Original,Suzuki Cultus VXl automatic,,,"Rs 2,825,000",https://www.olx.com.pk/item/suzuki-cultus-vxl-2018-iid-1095264892,White,,Suzuki
,,,,"DHA Phase 6, Lahore",,,Imported,,A6,Other,Original,Audi A6 2015,4,,"Rs 11,500,000",https://www.olx.com.pk/item/audi-a6-2015-iid-1092970943,Black,,Audi
,,,,"DHA Phase 6, Lahore",,,Imported,,A6,Other,Original,Audi A6 2015,4,,"Rs 11,500,000",https://www.olx.com.pk/item/audi-a6-2015-iid-1092970943,Black,,Audi
Reborn,,,,"DHA Phase 6, Lahore",Lahore,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic VTi Oriel Prosmatec 2011,4,3,"Rs 2,669,000",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2011-iid-1092662987,Black,,Honda
Reborn,,,,"DHA Phase 6, Lahore",Lahore,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic VTi Oriel Prosmatec 2011,4,3,"Rs 2,669,000",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2011-iid-1092662987,Black,,Honda
,,,,"DHA Phase 5, Lahore",Punjab,,Imported,,Vitz,Sedan,Original,Toyota Vitz 2018,4,2,"Rs 4,100,000",https://www.olx.com.pk/item/toyota-vitz-2018-iid-1095199131,Black,,Toyota
,,,,"DHA Phase 5, Lahore",Punjab,,Imported,,Vitz,Sedan,Original,Toyota Vitz 2018,4,2,"Rs 4,100,000",https://www.olx.com.pk/item/toyota-vitz-2018-iid-1095199131,Black,,Toyota
,,,,"DHA Phase 5, Lahore",,,Imported,,Belta,Sedan,Original,Toyota Belta 2007,4,2,"Rs 2,450,000",https://www.olx.com.pk/item/toyota-belta-2007-iid-1095198462,White,,Toyota
,,,,"DHA Phase 5, Lahore",,,Imported,,Belta,Sedan,Original,Toyota Belta 2007,4,2,"Rs 2,450,000",https://www.olx.com.pk/item/toyota-belta-2007-iid-1095198462,White,,Toyota
1.8,,,,"DHA Phase 5, Lahore",Islamabad,,Local,,Civic Oriel,Sedan,Original,Honda Civic Oriel 2018,5,2,"Rs 5,425,000",https://www.olx.com.pk/item/honda-civic-oriel-2018-iid-1094874830,White,,Honda
1.8,,,,"DHA Phase 5, Lahore",Islamabad,,Local,,Civic Oriel,Sedan,Original,Honda Civic Oriel 2018,5,2,"Rs 5,425,000",https://www.olx.com.pk/item/honda-civic-oriel-2018-iid-1094874830,White,,Honda
2.5,,,,"DHA Phase 5, Lahore",Islamabad,,Local,,Sonata,Sedan,Original,Hyundai Sonata 2021,5,,"Rs 9,500,000",https://www.olx.com.pk/item/hyundai-sonata-2021-iid-1094378938,White,,Hyundai
2.5,,,,"DHA Phase 5, Lahore",Islamabad,,Local,,Sonata,Sedan,Original,Hyundai Sonata 2021,5,,"Rs 9,500,000",https://www.olx.com.pk/item/hyundai-sonata-2021-iid-1094378938,White,,Hyundai
2022,,,,"DHA Phase 5, Lahore",,,Imported,,HS,SUV,Original,MG HS 2022,5,1,"Rs 6,795,000",https://www.olx.com.pk/item/mg-hs-2022-iid-1094404917,White,,MG
2022,,,,"DHA Phase 5, Lahore",,,Imported,,HS,SUV,Original,MG HS 2022,5,1,"Rs 6,795,000",https://www.olx.com.pk/item/mg-hs-2022-iid-1094404917,White,,MG
,,,,"DHA Phase 5, Lahore",Lahore,,Imported,,Corolla GLI,Sedan,Original,Toyota GLi 1988 Automatic in Great Condition !,5,3,"Rs 950,000",https://www.olx.com.pk/item/toyota-gli-1988-automatic-in-great-condition-iid-1094246290,Grey,,Toyota
,,,,"DHA Phase 5, Lahore",Lahore,,Imported,,Corolla GLI,Sedan,Original,Toyota GLi 1988 Automatic in Great Condition !,5,3,"Rs 950,000",https://www.olx.com.pk/item/toyota-gli-1988-automatic-in-great-condition-iid-1094246290,Grey,,Toyota
,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Swift,Hatchback,Original,Suzuki Swift 2019,4,2,"Rs 2,800,000",https://www.olx.com.pk/item/suzuki-swift-2019-iid-1094227756,White,,Suzuki
,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Swift,Hatchback,Original,Suzuki Swift 2019,4,2,"Rs 2,800,000",https://www.olx.com.pk/item/suzuki-swift-2019-iid-1094227756,White,,Suzuki
2.7 Petrol,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Fortuner,SUV,Original,Toyota Fortuner 2013,7,2,"Rs 7,250,000",https://www.olx.com.pk/item/toyota-fortuner-2013-iid-1095397830,Black,,Toyota
2.7 Petrol,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Fortuner,SUV,Original,Toyota Fortuner 2013,7,2,"Rs 7,250,000",https://www.olx.com.pk/item/toyota-fortuner-2013-iid-1095397830,Black,,Toyota
,,,,"DHA Phase 5, Lahore",Karachi,,Local,,Civic EXi,Other,Duplicate,Honda civic 2000 exi . fix price,,,"Rs 1,050,000",https://www.olx.com.pk/item/honda-civic-2000exi-iid-1077276721,Other,,Honda
,,,,"DHA Phase 5, Lahore",Karachi,,Local,,Civic EXi,Other,Duplicate,Honda civic 2000 exi . fix price,,,"Rs 1,050,000",https://www.olx.com.pk/item/honda-civic-2000exi-iid-1077276721,Other,,Honda
VXL AGS,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Alto,Hatchback,Original,Suzuki Alto VxL AGS 2022 White,4,1,"Rs 2,925,000",https://www.olx.com.pk/item/suzuki-alto-vxl-ags-2022-white-iid-1087650409,White,,Suzuki
VXL AGS,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Alto,Hatchback,Original,Suzuki Alto VxL AGS 2022 White,4,1,"Rs 2,925,000",https://www.olx.com.pk/item/suzuki-alto-vxl-ags-2022-white-iid-1087650409,White,,Suzuki
1.3 iVTEC Manual Petrol,,,,"DHA Phase 5, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2017,4,2,"Rs 3,900,000",https://www.olx.com.pk/item/honda-city-ivtec-2017-iid-1095342559,White,,Honda
1.3 iVTEC Manual Petrol,,,,"DHA Phase 5, Lahore",Lahore,,Local,,City IVTEC,Sedan,Original,Honda City IVTEC 2017,4,2,"Rs 3,900,000",https://www.olx.com.pk/item/honda-city-ivtec-2017-iid-1095342559,White,,Honda
Cl7,,,,"DHA Phase 5, Lahore",Karachi,,Imported,,Accord,Sedan,Original,Honda Accord Cl7 2003 / exchange possible,,,"Rs 1,970,000",https://www.olx.com.pk/item/honda-accord-cl7-2003-iid-1092920685,Black,,Honda
Cl7,,,,"DHA Phase 5, Lahore",Karachi,,Imported,,Accord,Sedan,Original,Honda Accord Cl7 2003 / exchange possible,,,"Rs 1,970,000",https://www.olx.com.pk/item/honda-accord-cl7-2003-iid-1092920685,Black,,Honda
FWD,,,,"DHA Phase 5, Lahore",,,Local,,Sportage,Hatchback,Original,KIA Sportage 2022,,,"Rs 7,285,000",https://www.olx.com.pk/item/kia-sportage-2022-iid-1095341564,Black,,KIA
FWD,,,,"DHA Phase 5, Lahore",,,Local,,Sportage,Hatchback,Original,KIA Sportage 2022,,,"Rs 7,285,000",https://www.olx.com.pk/item/kia-sportage-2022-iid-1095341564,Black,,KIA
Z Premium Sports,,,,"DHA Phase 5, Lahore",Unregistered,,Imported,,Raize,SUV,Original,Toyota Raize 2019 Z Premium Ed,5,,"Rs 5,925,000",https://www.olx.com.pk/item/toyota-raize-2019-z-premium-ed-iid-1095336475,White,,Toyota
Z Premium Sports,,,,"DHA Phase 5, Lahore",Unregistered,,Imported,,Raize,SUV,Original,Toyota Raize 2019 Z Premium Ed,5,,"Rs 5,925,000",https://www.olx.com.pk/item/toyota-raize-2019-z-premium-ed-iid-1095336475,White,,Toyota
1.6 Automatic,,,,"DHA Phase 5, Lahore",,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2019,5,,"Rs 5,700,000",https://www.olx.com.pk/item/toyota-corolla-altis-2019-iid-1095328339,White,,Toyota
1.6 Automatic,,,,"DHA Phase 5, Lahore",,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2019,5,,"Rs 5,700,000",https://www.olx.com.pk/item/toyota-corolla-altis-2019-iid-1095328339,White,,Toyota
Suzuki Cultus VXR,,,,"DHA Phase 5, Lahore",Faisalabad,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus Genuine Condition,4,,"Rs 1,225,000",https://www.olx.com.pk/item/suzuki-cultus-genuine-condition-iid-1095318281,White,,Suzuki
Suzuki Cultus VXR,,,,"DHA Phase 5, Lahore",Faisalabad,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus Genuine Condition,4,,"Rs 1,225,000",https://www.olx.com.pk/item/suzuki-cultus-genuine-condition-iid-1095318281,White,,Suzuki
,,,,"DHA Phase 5, Lahore",Karachi,,Local,,City Aspire,Sedan,Original,Honda City Aspire 2016,,,"Rs 2,900,000",https://www.olx.com.pk/item/honda-city-aspire-2016-iid-1095313530,White,,Honda
,,,,"DHA Phase 5, Lahore",Karachi,,Local,,City Aspire,Sedan,Original,Honda City Aspire 2016,,,"Rs 2,900,000",https://www.olx.com.pk/item/honda-city-aspire-2016-iid-1095313530,White,,Honda
VXL AGS,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Alto,Hatchback,Original,Suzuki Alto 2021,4,1,"Rs 2,890,000",https://www.olx.com.pk/item/suzuki-alto-2021-iid-1095304700,Silver,,Suzuki
VXL AGS,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Alto,Hatchback,Original,Suzuki Alto 2021,4,1,"Rs 2,890,000",https://www.olx.com.pk/item/suzuki-alto-2021-iid-1095304700,Silver,,Suzuki
,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Liana,Sedan,Original,Suzuki Liana 2006,5,,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-liana-2006-iid-1095298790,Gold,,Suzuki
,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Liana,Sedan,Original,Suzuki Liana 2006,5,,"Rs 1,050,000",https://www.olx.com.pk/item/suzuki-liana-2006-iid-1095298790,Gold,,Suzuki
v new varient push trunk 4/4,,,,"DHA Phase 5, Lahore",Islamabad,,Local,,Fortuner V,SUV,Original,Toyota Fortuner V 2021,7,,"Rs 14,000,000",https://www.olx.com.pk/item/toyota-fortuner-v-2021-iid-1094122598,White,,Toyota
v new varient push trunk 4/4,,,,"DHA Phase 5, Lahore",Islamabad,,Local,,Fortuner V,SUV,Original,Toyota Fortuner V 2021,7,,"Rs 14,000,000",https://www.olx.com.pk/item/toyota-fortuner-v-2021-iid-1094122598,White,,Toyota
2005,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Bolan,Hatchback,Original,LzT6328,7,1,"Rs 1,600,000",https://www.olx.com.pk/item/suzuki-bolan-2014-iid-1093231940,White,,Suzuki
2005,,,,"DHA Phase 5, Lahore",Lahore,,Local,,Bolan,Hatchback,Original,LzT6328,7,1,"Rs 1,600,000",https://www.olx.com.pk/item/suzuki-bolan-2014-iid-1093231940,White,,Suzuki
660 cc,,,,"DHA Phase 5, Lahore",Lahore,,Imported,,Mira,Hatchback,Original,Daihatsu Mira 2012 Eco Idle Working,5,2,"Rs 2,299,000",https://www.olx.com.pk/item/daihatsu-mira-2012-iid-1094120213,Black,,Daihatsu
660 cc,,,,"DHA Phase 5, Lahore",Lahore,,Imported,,Mira,Hatchback,Original,Daihatsu Mira 2012 Eco Idle Working,5,2,"Rs 2,299,000",https://www.olx.com.pk/item/daihatsu-mira-2012-iid-1094120213,Black,,Daihatsu
,,,,"DHA Phase 5, Lahore",Lahore,,Imported,,Vitz,Small city car,Original,Toyota Vitz 2014,,,"Rs 3,175,000",https://www.olx.com.pk/item/toyota-vitz-2014-iid-1095296077,White,,Toyota
,,,,"DHA Phase 5, Lahore",Lahore,,Imported,,Vitz,Small city car,Original,Toyota Vitz 2014,,,"Rs 3,175,000",https://www.olx.com.pk/item/toyota-vitz-2014-iid-1095296077,White,,Toyota
,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2007,4,,"Rs 950,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2007-iid-1095394337,White,,Suzuki
,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2007,4,,"Rs 950,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2007-iid-1095394337,White,,Suzuki
,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2021,5,1,"Rs 3,200,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2021-iid-1094963494,Grey,,Suzuki
,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Cultus VXR,Hatchback,Original,Suzuki Cultus VXR 2021,5,1,"Rs 3,200,000",https://www.olx.com.pk/item/suzuki-cultus-vxr-2021-iid-1094963494,Grey,,Suzuki
OLD,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Khyber,Small city car,Original,Suzuki Khyber 1998,4,2,"Rs 660,000",https://www.olx.com.pk/item/suzuki-khyber-1998-iid-1094860790,Grey,,Suzuki
OLD,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Khyber,Small city car,Original,Suzuki Khyber 1998,4,2,"Rs 660,000",https://www.olx.com.pk/item/suzuki-khyber-1998-iid-1094860790,Grey,,Suzuki
,,,,"DHA Phase 3, Lahore",Islamabad,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic VTi Oriel Prosmatec 2010,5,,"Rs 2,900,000",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2010-iid-1095109452,Black,,Honda
,,,,"DHA Phase 3, Lahore",Islamabad,,Local,,Civic VTi Oriel Prosmatec,Sedan,Original,Honda Civic VTi Oriel Prosmatec 2010,5,,"Rs 2,900,000",https://www.olx.com.pk/item/honda-civic-vti-oriel-prosmatec-2010-iid-1095109452,Black,,Honda
Top of the Line,,,,"DHA Phase 3, Lahore",Punjab,,Local,,Altis Grande,Sedan,Original,Toyota Altis Grande 1.8 CVT | 2024 | Beige Interior,4,1,"Rs 7,690,000",https://www.olx.com.pk/item/toyota-altis-grande-18-cvt-black-interior-2023-iid-1094310813,Black,,Toyota
Top of the Line,,,,"DHA Phase 3, Lahore",Punjab,,Local,,Altis Grande,Sedan,Original,Toyota Altis Grande 1.8 CVT | 2024 | Beige Interior,4,1,"Rs 7,690,000",https://www.olx.com.pk/item/toyota-altis-grande-18-cvt-black-interior-2023-iid-1094310813,Black,,Toyota
,,,,"DHA Phase 3, Lahore",Punjab,,Local,,Vezel,SUV,Original,HONDA VEZEL HYBRID 2019 Model 2024 Import,5,2,"Rs 6,500,000",https://www.olx.com.pk/item/honda-vezel-hybrid-2019-model-2024-import-iid-1094916035,Black,,Honda
,,,,"DHA Phase 3, Lahore",Punjab,,Local,,Vezel,SUV,Original,HONDA VEZEL HYBRID 2019 Model 2024 Import,5,2,"Rs 6,500,000",https://www.olx.com.pk/item/honda-vezel-hybrid-2019-model-2024-import-iid-1094916035,Black,,Honda
limited edition,,,,"DHA Phase 3, Lahore",Karachi,,Local,,Khyber,Hatchback,Original,Suzuki Khyber 1997,5,3,"Rs 475,000",https://www.olx.com.pk/item/suzuki-khyber-1997-iid-1094888579,White,,Suzuki
limited edition,,,,"DHA Phase 3, Lahore",Karachi,,Local,,Khyber,Hatchback,Original,Suzuki Khyber 1997,5,3,"Rs 475,000",https://www.olx.com.pk/item/suzuki-khyber-1997-iid-1094888579,White,,Suzuki
VX,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Mehran VX,Hatchback,Original,Suzuki Mehran VX 2005 total geniun.,4,3,"Rs 620,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-total-geniun-iid-1095421481,Red,,Suzuki
VX,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Mehran VX,Hatchback,Original,Suzuki Mehran VX 2005 total geniun.,4,3,"Rs 620,000",https://www.olx.com.pk/item/suzuki-mehran-vx-2005-total-geniun-iid-1095421481,Red,,Suzuki
honda civic 2018,,,,"DHA Phase 3, Lahore",Islamabad,,Local,,Civic Oriel,Sedan,Original,Honda Civic Oriel 2018,5,,"Rs 5,600,000",https://www.olx.com.pk/item/honda-civic-oriel-2018-iid-1095414261,White,,Honda
honda civic 2018,,,,"DHA Phase 3, Lahore",Islamabad,,Local,,Civic Oriel,Sedan,Original,Honda Civic Oriel 2018,5,,"Rs 5,600,000",https://www.olx.com.pk/item/honda-civic-oriel-2018-iid-1095414261,White,,Honda
VXL power windows power steering,,,,"DHA Phase 3, Lahore",,,Local,,Cultus VXL,Small city car,Original,2008 Cultus VXLi(Efi engine) power windows/steering. total original,4,,"Rs 1,225,000",https://www.olx.com.pk/item/2008-cultus-vxliefi-engine-power-windowssteering-total-original-iid-1094558927,White,,Suzuki
VXL power windows power steering,,,,"DHA Phase 3, Lahore",,,Local,,Cultus VXL,Small city car,Original,2008 Cultus VXLi(Efi engine) power windows/steering. total original,4,,"Rs 1,225,000",https://www.olx.com.pk/item/2008-cultus-vxliefi-engine-power-windowssteering-total-original-iid-1094558927,White,,Suzuki
,,,,"DHA Phase 3, Lahore",Sindh,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2017,5,3,"Rs 3,750,000",https://www.olx.com.pk/item/toyota-corolla-gli-2017-iid-1095388093,Silver,,Toyota
,,,,"DHA Phase 3, Lahore",Sindh,,Local,,Corolla GLI,Sedan,Original,Toyota Corolla GLI 2017,5,3,"Rs 3,750,000",https://www.olx.com.pk/item/toyota-corolla-gli-2017-iid-1095388093,Silver,,Toyota
1300cc,,,,"DHA Phase 3, Lahore",,,Local,,Sirius,SUV,Original,FAW Sirius 2015,7,2,"Rs 1,900,000",https://www.olx.com.pk/item/faw-sirius-2015-iid-1095392491,Silver,,FAW
1300cc,,,,"DHA Phase 3, Lahore",,,Local,,Sirius,SUV,Original,FAW Sirius 2015,7,2,"Rs 1,900,000",https://www.olx.com.pk/item/faw-sirius-2015-iid-1095392491,Silver,,FAW
1.6,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2016,5,1,"Rs 4,050,000",https://www.olx.com.pk/item/toyota-corolla-altis-2016-iid-1094210847,Silver,,Toyota
1.6,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2016,5,1,"Rs 4,050,000",https://www.olx.com.pk/item/toyota-corolla-altis-2016-iid-1094210847,Silver,,Toyota
,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Civic Prosmetic,Sedan,Original,Honda Civic VTi Prosmetic 1.8 i- VTEC 2015,,,"Rs 3,700,000",https://www.olx.com.pk/item/honda-civic-vti-prosmetic-18-i-vtec-2015-iid-1095368796,Black,,Honda
,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Civic Prosmetic,Sedan,Original,Honda Civic VTi Prosmetic 1.8 i- VTEC 2015,,,"Rs 3,700,000",https://www.olx.com.pk/item/honda-civic-vti-prosmetic-18-i-vtec-2015-iid-1095368796,Black,,Honda
e60,,,,"DHA Phase 3, Lahore",,,Imported,,5 Series,Sedan,Original,BMW 5 Series 2004,4,2,"Rs 4,050,000",https://www.olx.com.pk/item/bmw-5-series-2004-iid-1094171463,Blue,,BMW
e60,,,,"DHA Phase 3, Lahore",,,Imported,,5 Series,Sedan,Original,BMW 5 Series 2004,4,2,"Rs 4,050,000",https://www.olx.com.pk/item/bmw-5-series-2004-iid-1094171463,Blue,,BMW
,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2022,5,1,"Rs 6,000,000",https://www.olx.com.pk/item/toyota-corolla-altis-2022-iid-1095357045,White,,Toyota
,,,,"DHA Phase 3, Lahore",Lahore,,Local,,Corolla Altis,Sedan,Original,Toyota Corolla Altis 2022,5,1,"Rs 6,000,000",https://www.olx.com.pk/item/toyota-corolla-altis-2022-iid-1095357045,White,,Toyota
,,,,"DHA Phase 3, Lahore",Karachi,,Imported,,Lancer,Sedan,Original,Mitsubishi Lancer 1992,5,3,"Rs 700,000",https://www.olx.com.pk/item/mitsubishi-lancer-1992-iid-1095353791,White,,Mitsubishi
,,,,"DHA Phase 3, Lahore",Karachi,,Imported,,Lancer,Sedan,Original,Mitsubishi Lancer 1992,5,3,"Rs 700,000",https://www.olx.com.pk/item/mitsubishi-lancer-1992-iid-1095353791,White,,Mitsubishi
Vezel Hybrid Z package,,,,"DHA Phase 3, Lahore",Islamabad,,Imported,,Vezel,Hatchback,Original,Honda Vezel 2014,5,1,"Rs 4,565,000",https://www.olx.com.pk/item/honda-vezel-2014-iid-1095293304,Green,,Honda
Vezel Hybrid Z package,,,,"DHA Phase 3, Lahore",Islamabad,,Imported,,Vezel,Hatchback,Original,Honda Vezel 2014,5,1,"Rs 4,565,000",https://www.olx.com.pk/item/honda-vezel-2014-iid-1095293304,Green,,Honda
